010177	13954.36611557602
010236	7408.101583076292
010000	27410.525796117345
010118	14740.804889252822
010295	45045.90598257329
010590	9836.411169876726
010531	11882.77989611018
010178	13810.375277430554
010413	7638.586794878962
010001	13363.971233498374
011298	10631.725801587494
010237	7712.343726840767
011357	13077.116486877609
010649	9801.563104993937
010708	8723.57802562784
010826	10449.902467957038
011416	16665.556013436624
011475	12454.41125017107
010296	7668.752564526851
010354	8288.705751354499
010591	8362.31716210836
011180	17528.06398730069
011003	8266.705072094972
011593	15081.241446575305
010179	13821.45552069366
011652	7911.371162242716
010119	14792.671035801995
011121	15521.039141525367
010532	14755.409994820206
010885	6392.078363999668
011062	5144.482898084855
011299	10090.157078327338
011239	9637.304708470558
010414	8333.1313117483
010059	13583.411332656357
010238	8197.31341632896
010767	8297.338151629749
010297	10061.972070646529
010650	10822.821851142367
010944	9452.360567569875
011181	18789.104743096766
011004	8661.461028376223
011594	15966.440984933512
010180	15911.445877819395
011358	16259.038626127338
011534	9324.077126266602
011417	16050.97434722115
011476	13194.519377491908
010592	8930.238222011369
010533	12065.79982871015
010709	10676.255699998177
010827	10751.98075428591
011300	11421.165342911976
010355	8241.090907839856
010120	13709.013479818586
011711	10862.540329334659
010472	21569.1623265772
010415	8671.271479302679
010298	8001.808589476438
011888	18275.021935051063
010239	7962.091617955463
011122	17274.662793598658
011418	18149.404932705016
011477	13452.160562049914
010886	6455.8517967988
011240	9304.538316860624
011063	5289.586522884107
010593	8716.66546093808
011653	8183.733784017349
010651	11110.16658684516
011182	18594.686514169145
010060	14859.3394474824
010768	7323.323549025494
011005	7932.003814212667
010181	16847.750271581484
011359	16897.509992173065
011595	13881.710659410637
011535	10565.665741303374
010002	26562.254912276785
010534	12664.40243404327
011419	15791.526636084902
011478	12021.520220536868
010828	11415.126124834518
010121	14981.367824728663
010299	10332.156347164366
011770	10617.261856093164
010416	9017.133914856828
011241	10112.486265491563
011064	5824.436538154314
010240	8495.130438320193
010887	6959.566006108784
011183	19963.798720223673
011889	17831.645873509315
010710	9143.430529824414
011006	8123.560423781768
010652	11557.727710625672
011360	16621.20648436353
010061	16470.463122726855
010769	7666.095287730367
011596	13781.400670348308
011654	8428.159890415369
010945	10365.626928333155
010356	8304.942670343858
011479	14324.133241234307
011420	17753.089616771365
011536	17278.52769617417
011712	10735.487104427413
010829	10692.260645692344
010122	16322.179779052653
010535	11149.693466145996
010300	8970.321041047158
010473	12891.839300691383
010417	9576.946833881291
010888	7360.447424300906
011242	12281.955067069639
011184	19031.532132428903
010241	7515.315957182925
010653	8238.339827579039
011007	7736.911892779945
011890	18343.190803066933
011065	6379.490150903189
011597	16138.193947623511
010711	10978.106772373292
011361	18270.807648969432
011301	11904.11073532309
010062	11374.8245408914
010770	7578.100141155801
011655	8661.698344071483
011480	13210.91262108972
011421	15813.094070455394
011829	10136.8973577341
011537	16225.854248622358
010182	15075.261519234413
010830	10757.827377192629
012065	5554.413194337833
012242	13826.838074439225
010123	13543.209992203352
