030177	17407.262474851716
030649	19374.585712520806
030413	20983.04207292089
030118	19181.005694257343
030531	20010.62981559726
030650	19669.68147157746
030767	18783.901628014137
030708	10241.933993589962
030295	13416.931423395386
030000	11539.783323258162
030236	16064.292164755849
030472	24287.91110873646
030590	19594.47785682796
030354	11895.039055819962
030178	17034.498711898665
030414	21510.808111568935
031534	22654.91102693894
030532	19739.6316550262
030885	19070.09337365512
030826	18399.555017112263
031298	15305.848987766802
030001	11069.998840283179
030473	24011.822731352913
031239	16758.870215418807
030059	10336.5576046489
030591	19815.974064760485
030237	15586.160988696894
031652	20019.07820254532
031475	25527.041716637013
030296	12245.289609297188
031062	20483.168150333775
030709	9345.148205218653
030768	19733.53086357312
030119	20561.664381202216
030415	22372.88892953072
031535	21178.931796613386
030944	21429.51406380231
031180	18146.48035537997
030533	25548.930113248716
031357	20639.86475496769
031416	21443.477175217835
030886	19767.884567883444
030002	11913.18284816744
030474	24261.56439696083
031593	13604.129120073509
031121	11531.972451909081
030827	19042.25768874977
031829	22406.146609029784
030592	20990.43986144577
030238	15125.347875493797
031888	23332.75709306593
031653	21427.738142425307
032006	21400.99878346013
032183	17869.228507626114
031003	11316.20938843431
031770	19944.20918895917
030297	13134.370369333375
032065	21628.051577862283
030651	18292.66960264135
031299	15180.366777682259
030710	13664.263086623225
030769	20094.65785875288
031536	21074.425870743416
031947	25797.617035113777
030416	22798.657414342153
030120	18293.116125721946
030534	26557.548396568116
031063	20531.520550626046
031358	21011.083692400025
031417	21781.72167369576
030355	12810.15501480789
030887	17952.62865761722
030179	16545.18449389873
031711	27929.323763325807
031240	18342.288837186516
030475	16538.73240163947
031476	23518.58341340589
030003	10779.200941172609
030593	21490.861960373993
032124	20716.89635430577
030945	20620.6719487125
030828	19541.023802119173
030239	15487.110859005345
031654	21383.68985087206
032478	25814.786285963997
031181	16644.666717502987
031122	12291.424575805579
031771	21184.06814609269
030060	10979.191631082702
030298	12969.897558434115
032066	22174.418404380096
032007	21609.518952987593
031594	12907.8919330119
030711	14190.578654845789
032301	17914.404155788547
030770	12582.16672150515
032242	15905.511279042983
031300	15835.803398863289
031537	22674.418741324433
030121	18795.55031347715
030417	20816.817227898184
030652	19027.611290071
031889	25216.84887740569
030535	28701.325156067265
031359	22072.025549362552
031064	18732.444814594284
031418	22803.338719126572
032184	15868.384175828456
030356	12429.379953399455
030888	18241.802684560695
031004	10741.45363257337
030180	17436.460936642987
031712	28917.110484183868
031241	18326.69310055846
030476	18660.8711341524
031477	25600.446620223367
030004	11108.601438865837
030946	20957.571961289374
030829	20366.906338765628
031655	22898.708179168425
030594	20385.62527910117
032479	27684.056621177377
030240	16192.542355654123
032360	25005.15252077526
031182	17046.238865993237
031772	20419.05663369799
030299	13848.547392336326
031123	10087.010181926236
