010000	0	0	2
010001	0	0	2
010002	2	4	2
010177	0	0	2
010118	0	0	2
010236	2	4	2
010003	2	4	2
010531	0	0	2
010944	0	0	2
010413	1	2	2
010649	0	0	2
011003	0	0	2
010590	0	0	2
011062	0	0	2
010004	2	4	2
010237	0	0	2
010708	0	0	2
010059	2	4	2
011121	0	0	2
010826	0	0	2
010005	0	0	2
010767	2	4	2
010119	0	0	2
010945	0	0	2
010472	1	2	2
010006	0	0	2
011063	0	0	2
011004	0	0	2
010354	3	6	2
011122	0	0	2
010591	0	0	2
010709	0	0	2
010120	0	0	2
010007	0	0	2
010414	1	2	2
010295	3	6	2
011064	0	0	2
010885	2	4	2
010238	2	4	2
010946	0	0	2
010827	0	0	2
010178	2	4	2
010592	0	0	2
010710	0	0	2
010768	1	2	2
010121	0	0	2
010008	2	4	2
011005	0	0	2
010532	1	2	2
011180	0	0	2
010060	2	4	2
011123	1	2	2
010947	0	0	2
010650	2	4	2
011065	2	4	2
011239	0	0	2
010886	0	0	2
010009	0	0	2
010593	0	0	2
010711	0	0	2
010122	0	0	2
010179	0	0	2
011298	0	0	2
011357	0	0	2
010415	1	2	2
010239	1	2	2
010828	0	0	2
010296	1	2	2
011416	0	0	2
011066	0	0	2
010010	0	0	2
011181	0	0	2
011124	0	0	2
010473	1	2	2
010948	0	0	2
010355	2	4	2
011240	0	0	2
010533	0	0	2
010123	0	0	2
010594	0	0	2
011006	0	0	2
010011	0	0	2
010949	0	0	2
010829	0	0	2
010240	3	6	2
010061	2	4	2
011299	0	0	2
011241	0	0	2
011067	0	0	2
010124	0	0	2
010651	2	4	2
010534	0	0	2
011475	0	0	2
010180	0	0	2
011182	0	0	2
011417	0	0	2
010950	0	0	2
010012	0	0	2
010887	2	4	2
010830	0	0	2
011358	0	0	2
011242	0	0	2
010241	2	4	2
010951	0	0	2
010356	3	6	2
010013	0	0	2
010297	1	2	2
011125	1	2	2
010181	0	0	2
010242	0	0	2
010062	2	4	2
011183	0	0	2
011300	0	0	2
011652	0	0	2
011007	0	0	2
010652	2	4	2
010952	0	0	2
011418	0	0	2
010125	2	4	2
011243	0	0	2
010535	1	2	2
010014	0	0	2
010595	2	4	2
010243	0	0	2
010416	1	2	2
010888	0	0	2
011068	2	4	2
010953	0	0	2
010063	0	0	2
011770	1	2	2
010831	2	4	2
011711	0	0	2
010298	0	0	2
010244	0	0	2
011476	0	0	2
010653	0	0	2
011244	0	0	2
010357	2	4	2
010015	0	0	2
011184	0	0	2
010182	0	0	2
011829	0	0	2
011301	0	0	2
011534	1	2	2
010954	0	0	2
011419	0	0	2
010769	1	2	2
011359	0	0	2
010832	0	0	2
010474	1	2	2
011593	0	0	2
011126	1	2	2
011008	0	0	2
010536	1	2	2
010245	2	4	2
010889	0	0	2
011653	1	2	2
010654	0	0	2
011245	0	0	2
010955	0	0	2
011477	0	0	2
011185	0	0	2
010417	1	2	2
010016	2	4	2
010299	0	0	2
010596	2	4	2
011712	0	0	2
011830	0	0	2
010183	0	0	2
010064	0	0	2
010126	2	4	2
011771	1	2	2
011302	0	0	2
010956	0	0	2
010358	1	2	2
010017	0	0	2
010537	0	0	2
011009	0	0	2
011420	0	0	2
011246	0	0	2
010655	0	0	2
010475	0	0	2
010246	2	4	2
011654	0	0	2
010890	0	0	2
011186	0	0	2
011478	0	0	2
011069	2	4	2
010957	0	0	2
011127	1	2	2
011831	0	0	2
010247	0	0	2
010065	0	0	2
011360	0	0	2
011594	0	0	2
010712	2	4	2
010359	0	0	2
010833	0	0	2
010538	0	0	2
010018	2	4	2
010418	2	4	2
011247	0	0	2
010476	0	0	2
011010	0	0	2
011713	0	0	2
010656	0	0	2
010597	2	4	2
010184	0	0	2
011535	1	2	2
011187	0	0	2
011479	0	0	2
010958	0	0	2
010891	0	0	2
010770	2	4	2
010019	0	0	2
011888	1	2	2
010066	0	0	2
011772	1	2	2
011361	0	0	2
010248	2	4	2
011832	0	0	2
010539	0	0	2
011303	0	0	2
011421	0	0	2
011655	1	2	2
010959	0	0	2
010477	0	0	2
011248	0	0	2
010657	0	0	2
011011	0	0	2
011480	0	0	2
011188	0	0	2
010892	0	0	2
010300	3	6	2
010360	1	2	2
010067	0	0	2
011128	4	8	2
011595	1	2	2
010020	2	4	2
010960	0	0	2
010185	0	0	2
011362	0	0	2
011714	0	0	2
010419	2	4	2
010540	0	0	2
010249	1	2	2
011070	3	6	2
011249	0	0	2
010478	0	0	2
011012	0	0	2
010834	0	0	2
011189	0	0	2
010893	0	0	2
010961	0	0	2
010713	1	2	2
011304	0	0	2
010361	0	0	2
011422	0	0	2
011889	1	2	2
011833	1	2	2
011596	0	0	2
011363	0	0	2
010021	2	4	2
010127	2	4	2
011536	1	2	2
011656	1	2	2
010771	4	8	2
011715	0	0	2
010658	2	4	2
010301	2	4	2
010962	0	0	2
011481	1	2	2
011250	0	0	2
010250	3	6	2
011071	0	0	2
011013	0	0	2
011190	0	0	2
010068	2	4	2
010022	0	0	2
010894	0	0	2
011129	3	6	2
010541	1	2	2
011597	0	0	2
011364	0	0	2
010420	1	2	2
011305	0	0	2
011423	0	0	2
010963	0	0	2
010479	1	2	2
010659	0	0	2
010023	0	0	2
011716	0	0	2
011251	0	0	2
010835	2	4	2
010251	2	4	2
011072	0	0	2
010302	1	2	2
010362	1	2	2
011537	0	0	2
011014	0	0	2
011191	0	0	2
010772	0	0	2
011834	1	2	2
010895	0	0	2
011890	1	2	2
010128	2	4	2
010186	2	4	2
010964	0	0	2
012065	0	0	2
011365	0	0	2
011773	0	0	2
011424	0	0	2
011306	0	0	2
011657	1	2	2
010252	0	0	2
010480	0	0	2
011482	1	2	2
010660	0	0	2
010303	0	0	2
010024	2	4	2
010714	1	2	2
010069	2	4	2
011717	0	0	2
011130	1	2	2
011252	0	0	2
010836	0	0	2
011947	0	0	2
010363	0	0	2
011073	0	0	2
011192	0	0	2
011598	1	2	2
011015	0	0	2
010129	0	0	2
010421	1	2	2
010542	1	2	2
012006	1	2	2
011774	0	0	2
010896	0	0	2
011366	0	0	2
010025	0	0	2
011307	0	0	2
012066	0	0	2
011425	0	0	2
011538	0	0	2
010253	2	4	2
011658	0	0	2
010481	0	0	2
010070	0	0	2
010187	0	0	2
010304	1	2	2
011253	0	0	2
011718	0	0	2
010837	0	0	2
010965	0	0	2
011891	1	2	2
011835	1	2	2
011193	0	0	2
010130	0	0	2
011599	0	0	2
010598	2	4	2
010422	0	0	2
010026	0	0	2
011016	0	0	2
011367	0	0	2
010897	0	0	2
011308	0	0	2
011483	1	2	2
011426	0	0	2
011775	1	2	2
010661	2	4	2
012067	0	0	2
011948	0	0	2
010071	0	0	2
010773	2	4	2
011131	1	2	2
011659	0	0	2
