000004	-77.304583	-76.82591739581869
000830	-452.720999	-450.6891666886048
000063	-195.179502	-193.94915982066215
000122	-211.288265	-210.01302770122956
000240	-322.45313	-320.7116645918268
000771	-317.403902	-315.66998916034277
000712	-285.168695	-283.5323506268063
000476	-307.53302	-305.82069091946335
000594	-307.519207	-305.8027161830968
001420	-360.514402	-358.55599993545496
000889	-356.738303	-354.7620774637322
001007	-302.299484	-300.51653653347245
001774	-344.381949	-342.4612851591369
000948	-335.676322	-333.78043447410323
001833	-344.498577	-342.5858441171346
000535	-287.716377	-286.0573166464199
002069	-361.707639	-359.7152262645915
002010	-344.377934	-342.45261799228143
000005	-93.408425	-92.8833938069138
000181	-286.430956	-284.7822948176913
000417	-271.603357	-269.99180219096604
000358	-271.657958	-270.0545212339298
000653	-270.369017	-268.78044580002984
000299	-271.613865	-270.00491816096144
001597	-360.49719	-358.52791328809553
002305	-288.585317	-286.8174830765726
001715	-345.647731	-343.7083510304691
001656	-346.868893	-344.91074150172386
001125	-362.96354	-360.95466984140023
001951	-308.459392	-306.6431527230416
001302	-325.800626	-323.9102566211691
002246	-345.630064	-343.6913805524915
000713	-305.052145	-303.36126396105965
001538	-325.781047	-323.90458568726535
001479	-346.85233	-344.8974533032936
000123	-227.317993	-225.98908518019812
000772	-317.35885	-315.60645927347514
002187	-325.80102	-323.9108374285429
001243	-325.775038	-323.8933433703733
001066	-320.77947	-318.9014206771391
002423	-308.42387	-306.59789287195
001184	-310.931874	-309.07605499277565
001361	-310.901655	-309.0416416124054
000006	-114.479802	-113.87645001632775
002128	-309.726212	-307.8892684489642
002482	-309.695677	-307.8573774464006
000831	-416.807775	-414.877923822643
000241	-306.389744	-304.7051198803083
000064	-211.288877	-210.0131698615097
001892	-310.929556	-309.0739431357458
000477	-343.461604	-341.6434971169994
000890	-376.613563	-374.58323666232997
002364	-274.97494	-273.2193166576736
000182	-302.465561	-300.76418665541894
000536	-307.588314	-305.87666664243625
000418	-307.536747	-305.82798030384055
000359	-307.571489	-305.86513748691766
001834	-360.595987	-358.63148578502046
001775	-360.487714	-358.5208017195284
001008	-322.166164	-320.33008287377567
000595	-271.605911	-270.00186475261677
000007	-79.759722	-79.23489899777083
000300	-307.538327	-305.8276315790053
002070	-361.719793	-359.72659806887646
000949	-307.381222	-305.5874089782439
001421	-345.664867	-343.73103104843005
000714	-249.275257	-247.75395725531953
000124	-231.085144	-229.74959062813443
000654	-306.28034	-304.5833840492081
002011	-324.489025	-322.61429676227317
001716	-381.563413	-379.52018681005677
000773	-333.405722	-331.5947902089523
001598	-376.602585	-374.58668286593365
000065	-227.331309	-226.00352293824153
000008	-115.674872	-115.04911105316728
001952	-324.565749	-322.70403756087234
000242	-302.571825	-300.8800007699715
002306	-308.468773	-306.64615398694116
000183	-322.344365	-320.5916979911336
002247	-345.625976	-343.6848734681331
001657	-382.795401	-380.7337567889766
002188	-361.723067	-359.73006879951924
001480	-362.9296	-360.9194558766482
002424	-324.456113	-322.57547152944863
001126	-362.948746	-360.93639030086564
002129	-308.56127	-306.7499052800276
000891	-376.575627	-374.5426343355812
000537	-307.558799	-305.8514508753119
000419	-270.44002	-268.85460981363394
000478	-234.468112	-232.982405322844
001067	-324.582147	-322.7039770988097
001362	-346.827025	-344.8653409078631
002483	-309.694575	-307.8565412591258
000832	-288.682621	-286.91097949957555
000009	-116.604606	-115.8742591983295
001244	-309.68058	-307.84883382252883
001893	-346.860723	-344.9016587260942
000596	-307.528812	-305.81695602614576
001185	-346.859169	-344.90210859244013
001303	-325.776964	-323.8836163412479
001835	-360.568615	-358.6021053717924
000184	-437.480011	-435.6645902531399
000125	-247.191293	-245.8105270047762
001009	-302.297208	-300.5131638098966
000774	-317.442036	-315.7134301140936
001776	-345.641191	-343.70185429241855
000066	-231.101348	-229.76853904156923
000301	-235.69056	-234.1835423751024
000360	-287.723608	-286.06462921521864
001539	-273.752474	-272.02211044158145
000715	-233.236908	-231.7730104003926
001422	-361.74056	-359.7515894713017
002365	-310.898498	-309.0410560739352
000010	-132.713619	-131.9376989557467
000950	-323.43154	-321.5845368928304
000655	-270.429581	-268.8469238887079
000243	-322.472183	-320.73221895016036
002071	-309.756668	-307.92756111676283
001599	-340.615664	-338.6976971529508
000420	-286.509981	-284.8704459692948
000479	-270.385839	-268.79369061124845
002012	-273.735527	-271.9996303317678
000892	-376.610647	-374.5816608852353
000538	-307.55513	-305.84704759137577
002248	-308.509464	-306.691577510811
001068	-340.649363	-338.71968558279923
000011	-153.782784	-152.92855124324223
002425	-344.332312	-342.3988426156756
000126	-231.099227	-229.76920579931652
000185	-301.36143	-299.6827897768312
002541	-361.705844	-359.727078886859
001717	-310.899536	-309.04363137163085
002307	-272.530161	-270.819950927906
000775	-337.296958	-335.510840432666
001010	-322.163236	-320.326041300258
000597	-287.643972	-285.98294429186933
001658	-310.944447	-309.0901491555685
001836	-376.654541	-374.63746706546243
001481	-362.899866	-360.8856425828188
000067	-247.208218	-245.82979805344712
002130	-324.627351	-322.7618853805136
001894	-346.853504	-344.8984441398663
002189	-325.780069	-323.8867265792122
001127	-346.869601	-344.91286833839195
002484	-309.699523	-307.86651691318286
000833	-308.554015	-306.7306242650683
000302	-271.615812	-270.00691753810395
000361	-307.602053	-305.8945629376741
000716	-249.286862	-247.76522438237265
001186	-346.847721	-344.8873019030523
001304	-345.681612	-343.7391230221522
